[2023-04-22 02:45:43 PM-Train.py-INFO:epoch: 1, dataset: CVC-300, dice: 0.28093333333333337]
[2023-04-22 04:19:36 PM-Train.py-INFO:epoch: 7, dataset: CVC-ColonDB, dice: 0.7231363157894733]
[2023-04-22 04:19:57 PM-Train.py-INFO:epoch: 7, dataset: ETIS-LaribPolypDB, dice: 0.690931632653061]
[2023-04-22 04:20:56 PM-Train.py-INFO:##############################################################################best:0.7511418546365929]
[2023-04-22 04:34:30 PM-Train.py-INFO:epoch: 8, dataset: CVC-300, dice: 0.8169166666666665]
[2023-04-22 04:34:34 PM-Train.py-INFO:epoch: 8, dataset: CVC-ClinicDB, dice: 0.8927387096774196]
[2023-04-22 04:34:40 PM-Train.py-INFO:epoch: 8, dataset: Kvasir, dice: 0.8868079999999998]
[2023-04-22 04:35:04 PM-Train.py-INFO:epoch: 8, dataset: CVC-ColonDB, dice: 0.7602907894736847]
[2023-04-22 04:35:25 PM-Train.py-INFO:epoch: 8, dataset: ETIS-LaribPolypDB, dice: 0.7149969387755102]
[2023-04-22 04:36:25 PM-Train.py-INFO:##############################################################################best:0.7795682957393489]
[2023-04-22 04:49:57 PM-Train.py-INFO:epoch: 9, dataset: CVC-300, dice: 0.8401883333333334]
[2023-04-22 04:50:00 PM-Train.py-INFO:epoch: 9, dataset: CVC-ClinicDB, dice: 0.9107983870967742]
[2023-04-22 04:50:06 PM-Train.py-INFO:epoch: 9, dataset: Kvasir, dice: 0.8983379999999999]
[2023-04-22 04:50:30 PM-Train.py-INFO:epoch: 9, dataset: CVC-ColonDB, dice: 0.7510650000000003]
[2023-04-22 04:50:51 PM-Train.py-INFO:epoch: 9, dataset: ETIS-LaribPolypDB, dice: 0.7088632653061225]
[2023-04-22 05:05:23 PM-Train.py-INFO:epoch: 10, dataset: CVC-300, dice: 0.75297]
[2023-04-22 05:05:26 PM-Train.py-INFO:epoch: 10, dataset: CVC-ClinicDB, dice: 0.7879064516129033]
[2023-04-22 05:05:33 PM-Train.py-INFO:epoch: 10, dataset: Kvasir, dice: 0.8113049999999997]
[2023-04-22 05:05:57 PM-Train.py-INFO:epoch: 10, dataset: CVC-ColonDB, dice: 0.6351715789473683]
[2023-04-22 05:06:18 PM-Train.py-INFO:epoch: 10, dataset: ETIS-LaribPolypDB, dice: 0.4369545918367349]
[2023-04-22 05:20:51 PM-Train.py-INFO:epoch: 11, dataset: CVC-300, dice: 0.8433816666666666]
[2023-04-22 05:20:55 PM-Train.py-INFO:epoch: 11, dataset: CVC-ClinicDB, dice: 0.9039016129032256]
[2023-04-22 05:21:03 PM-Train.py-INFO:epoch: 11, dataset: Kvasir, dice: 0.8893960000000003]
[2023-04-22 05:21:32 PM-Train.py-INFO:epoch: 11, dataset: CVC-ColonDB, dice: 0.7618952631578944]
[2023-04-22 05:21:53 PM-Train.py-INFO:epoch: 11, dataset: ETIS-LaribPolypDB, dice: 0.7010673469387754]
[2023-04-22 05:22:52 PM-Train.py-INFO:##############################################################################best:0.7800924812030081]
[2023-04-22 05:36:25 PM-Train.py-INFO:epoch: 12, dataset: CVC-300, dice: 0.8701333333333335]
[2023-04-22 05:36:28 PM-Train.py-INFO:epoch: 12, dataset: CVC-ClinicDB, dice: 0.9168774193548389]
[2023-04-22 05:36:34 PM-Train.py-INFO:epoch: 12, dataset: Kvasir, dice: 0.89913]
[2023-04-22 05:36:59 PM-Train.py-INFO:epoch: 12, dataset: CVC-ColonDB, dice: 0.7918876315789481]
[2023-04-22 05:37:23 PM-Train.py-INFO:epoch: 12, dataset: ETIS-LaribPolypDB, dice: 0.7314571428571427]
[2023-04-22 05:38:47 PM-Train.py-INFO:##############################################################################best:0.8060780701754382]
[2023-04-22 05:52:20 PM-Train.py-INFO:epoch: 13, dataset: CVC-300, dice: 0.8800483333333333]
[2023-04-22 05:52:23 PM-Train.py-INFO:epoch: 13, dataset: CVC-ClinicDB, dice: 0.92745]
[2023-04-22 05:52:30 PM-Train.py-INFO:epoch: 13, dataset: Kvasir, dice: 0.9069699999999998]
[2023-04-22 05:52:54 PM-Train.py-INFO:epoch: 13, dataset: CVC-ColonDB, dice: 0.7994823684210521]
[2023-04-22 05:53:15 PM-Train.py-INFO:epoch: 13, dataset: ETIS-LaribPolypDB, dice: 0.7565015306122448]
[2023-04-22 05:54:22 PM-Train.py-INFO:##############################################################################best:0.8183952380952382]
[2023-04-22 06:07:56 PM-Train.py-INFO:epoch: 14, dataset: CVC-300, dice: 0.8160000000000002]
[2023-04-22 06:08:00 PM-Train.py-INFO:epoch: 14, dataset: CVC-ClinicDB, dice: 0.9149258064516128]
[2023-04-22 06:08:06 PM-Train.py-INFO:epoch: 14, dataset: Kvasir, dice: 0.8960630000000002]
[2023-04-22 06:08:31 PM-Train.py-INFO:epoch: 14, dataset: CVC-ColonDB, dice: 0.7524244736842106]
[2023-04-22 06:08:51 PM-Train.py-INFO:epoch: 14, dataset: ETIS-LaribPolypDB, dice: 0.7163301020408157]
[2023-04-22 06:23:23 PM-Train.py-INFO:epoch: 15, dataset: CVC-300, dice: 0.8793466666666667]
[2023-04-22 06:23:26 PM-Train.py-INFO:epoch: 15, dataset: CVC-ClinicDB, dice: 0.9215919354838709]
[2023-04-22 06:23:31 PM-Train.py-INFO:epoch: 15, dataset: Kvasir, dice: 0.9130259999999997]
[2023-04-22 06:23:53 PM-Train.py-INFO:epoch: 15, dataset: CVC-ColonDB, dice: 0.79853552631579]
[2023-04-22 06:24:12 PM-Train.py-INFO:epoch: 15, dataset: ETIS-LaribPolypDB, dice: 0.7381331632653059]
[2023-04-22 06:38:39 PM-Train.py-INFO:epoch: 16, dataset: CVC-300, dice: 0.8868916666666666]
[2023-04-22 06:38:41 PM-Train.py-INFO:epoch: 16, dataset: CVC-ClinicDB, dice: 0.9248854838709676]
[2023-04-22 06:38:47 PM-Train.py-INFO:epoch: 16, dataset: Kvasir, dice: 0.9185789999999997]
[2023-04-22 06:39:09 PM-Train.py-INFO:epoch: 16, dataset: CVC-ColonDB, dice: 0.8040410526315795]
[2023-04-22 06:39:30 PM-Train.py-INFO:epoch: 16, dataset: ETIS-LaribPolypDB, dice: 0.7501586734693879]
[2023-04-22 06:40:30 PM-Train.py-INFO:##############################################################################best:0.8207781954887212]
[2023-04-22 06:54:02 PM-Train.py-INFO:epoch: 17, dataset: CVC-300, dice: 0.8881166666666663]
[2023-04-22 06:54:05 PM-Train.py-INFO:epoch: 17, dataset: CVC-ClinicDB, dice: 0.933209677419355]
[2023-04-22 06:54:11 PM-Train.py-INFO:epoch: 17, dataset: Kvasir, dice: 0.9227140000000001]
[2023-04-22 06:54:32 PM-Train.py-INFO:epoch: 17, dataset: CVC-ColonDB, dice: 0.8071634210526311]
[2023-04-22 06:54:51 PM-Train.py-INFO:epoch: 17, dataset: ETIS-LaribPolypDB, dice: 0.7607147959183672]
[2023-04-22 06:55:45 PM-Train.py-INFO:##############################################################################best:0.8261147869674198]
[2023-04-22 07:09:18 PM-Train.py-INFO:epoch: 18, dataset: CVC-300, dice: 0.8954133333333336]
[2023-04-22 07:09:21 PM-Train.py-INFO:epoch: 18, dataset: CVC-ClinicDB, dice: 0.9344645161290324]
[2023-04-22 07:09:28 PM-Train.py-INFO:epoch: 18, dataset: Kvasir, dice: 0.9211050000000003]
[2023-04-22 07:09:52 PM-Train.py-INFO:epoch: 18, dataset: CVC-ColonDB, dice: 0.8212771052631586]
[2023-04-22 07:10:13 PM-Train.py-INFO:epoch: 18, dataset: ETIS-LaribPolypDB, dice: 0.7532637755102041]
[2023-04-22 07:11:14 PM-Train.py-INFO:##############################################################################best:0.8314499999999986]
[2023-04-22 07:24:46 PM-Train.py-INFO:epoch: 19, dataset: CVC-300, dice: 0.879085]
[2023-04-22 07:24:50 PM-Train.py-INFO:epoch: 19, dataset: CVC-ClinicDB, dice: 0.9139838709677421]
[2023-04-22 07:24:56 PM-Train.py-INFO:epoch: 19, dataset: Kvasir, dice: 0.9063380000000001]
[2023-04-22 07:25:21 PM-Train.py-INFO:epoch: 19, dataset: CVC-ColonDB, dice: 0.7936305263157893]
[2023-04-22 07:25:42 PM-Train.py-INFO:epoch: 19, dataset: ETIS-LaribPolypDB, dice: 0.7500357142857139]
[2023-04-22 07:40:15 PM-Train.py-INFO:epoch: 20, dataset: CVC-300, dice: 0.8881683333333333]
[2023-04-22 07:40:18 PM-Train.py-INFO:epoch: 20, dataset: CVC-ClinicDB, dice: 0.9198596774193547]
[2023-04-22 07:40:25 PM-Train.py-INFO:epoch: 20, dataset: Kvasir, dice: 0.9133490000000001]
[2023-04-22 07:40:49 PM-Train.py-INFO:epoch: 20, dataset: CVC-ColonDB, dice: 0.7864200000000003]
[2023-04-22 07:41:10 PM-Train.py-INFO:epoch: 20, dataset: ETIS-LaribPolypDB, dice: 0.7515489795918371]
[2023-04-22 07:55:43 PM-Train.py-INFO:epoch: 21, dataset: CVC-300, dice: 0.8845383333333333]
[2023-04-22 07:55:46 PM-Train.py-INFO:epoch: 21, dataset: CVC-ClinicDB, dice: 0.9214258064516127]
[2023-04-22 07:55:53 PM-Train.py-INFO:epoch: 21, dataset: Kvasir, dice: 0.9023309999999998]
[2023-04-22 07:56:17 PM-Train.py-INFO:epoch: 21, dataset: CVC-ColonDB, dice: 0.7821621052631577]
[2023-04-22 07:56:38 PM-Train.py-INFO:epoch: 21, dataset: ETIS-LaribPolypDB, dice: 0.6948214285714286]
[2023-04-22 08:11:09 PM-Train.py-INFO:epoch: 22, dataset: CVC-300, dice: 0.8277649999999998]
[2023-04-22 08:11:12 PM-Train.py-INFO:epoch: 22, dataset: CVC-ClinicDB, dice: 0.9229177419354835]
[2023-04-22 08:11:19 PM-Train.py-INFO:epoch: 22, dataset: Kvasir, dice: 0.8772919999999997]
[2023-04-22 08:11:48 PM-Train.py-INFO:epoch: 22, dataset: CVC-ColonDB, dice: 0.7501397368421058]
[2023-04-22 08:12:13 PM-Train.py-INFO:epoch: 22, dataset: ETIS-LaribPolypDB, dice: 0.6278204081632652]
[2023-04-22 08:26:47 PM-Train.py-INFO:epoch: 23, dataset: CVC-300, dice: 0.8712833333333331]
[2023-04-22 08:26:50 PM-Train.py-INFO:epoch: 23, dataset: CVC-ClinicDB, dice: 0.9189387096774195]
[2023-04-22 08:26:57 PM-Train.py-INFO:epoch: 23, dataset: Kvasir, dice: 0.895177]
[2023-04-22 08:27:21 PM-Train.py-INFO:epoch: 23, dataset: CVC-ColonDB, dice: 0.7818847368421047]
[2023-04-22 08:27:42 PM-Train.py-INFO:epoch: 23, dataset: ETIS-LaribPolypDB, dice: 0.707976530612245]
[2023-04-22 08:42:22 PM-Train.py-INFO:epoch: 24, dataset: CVC-300, dice: 0.8876283333333336]
[2023-04-22 08:42:25 PM-Train.py-INFO:epoch: 24, dataset: CVC-ClinicDB, dice: 0.9197645161290322]
[2023-04-22 08:42:32 PM-Train.py-INFO:epoch: 24, dataset: Kvasir, dice: 0.9101530000000001]
[2023-04-22 08:42:57 PM-Train.py-INFO:epoch: 24, dataset: CVC-ColonDB, dice: 0.7814323684210528]
[2023-04-22 08:43:18 PM-Train.py-INFO:epoch: 24, dataset: ETIS-LaribPolypDB, dice: 0.7264204081632651]
[2023-04-22 08:57:51 PM-Train.py-INFO:epoch: 25, dataset: CVC-300, dice: 0.8811733333333334]
[2023-04-22 08:57:54 PM-Train.py-INFO:epoch: 25, dataset: CVC-ClinicDB, dice: 0.9214209677419356]
[2023-04-22 08:58:00 PM-Train.py-INFO:epoch: 25, dataset: Kvasir, dice: 0.9118709999999998]
[2023-04-22 08:58:25 PM-Train.py-INFO:epoch: 25, dataset: CVC-ColonDB, dice: 0.7788952631578945]
[2023-04-22 08:58:46 PM-Train.py-INFO:epoch: 25, dataset: ETIS-LaribPolypDB, dice: 0.7242479591836732]
[2023-04-22 09:13:17 PM-Train.py-INFO:epoch: 26, dataset: CVC-300, dice: 0.881343333333333]
[2023-04-22 09:13:20 PM-Train.py-INFO:epoch: 26, dataset: CVC-ClinicDB, dice: 0.9202645161290323]
[2023-04-22 09:13:27 PM-Train.py-INFO:epoch: 26, dataset: Kvasir, dice: 0.913601]
[2023-04-22 09:13:51 PM-Train.py-INFO:epoch: 26, dataset: CVC-ColonDB, dice: 0.7833076315789478]
[2023-04-22 09:14:12 PM-Train.py-INFO:epoch: 26, dataset: ETIS-LaribPolypDB, dice: 0.7310729591836734]
[2023-04-22 09:28:43 PM-Train.py-INFO:epoch: 27, dataset: CVC-300, dice: 0.8930349999999998]
[2023-04-22 09:28:46 PM-Train.py-INFO:epoch: 27, dataset: CVC-ClinicDB, dice: 0.9219983870967737]
[2023-04-22 09:28:53 PM-Train.py-INFO:epoch: 27, dataset: Kvasir, dice: 0.9124109999999999]
[2023-04-22 09:29:17 PM-Train.py-INFO:epoch: 27, dataset: CVC-ColonDB, dice: 0.7764323684210522]
[2023-04-22 09:29:38 PM-Train.py-INFO:epoch: 27, dataset: ETIS-LaribPolypDB, dice: 0.7367653061224488]
[2023-04-22 09:44:12 PM-Train.py-INFO:epoch: 28, dataset: CVC-300, dice: 0.8410133333333333]
[2023-04-22 09:44:17 PM-Train.py-INFO:epoch: 28, dataset: CVC-ClinicDB, dice: 0.9158096774193549]
[2023-04-22 09:44:25 PM-Train.py-INFO:epoch: 28, dataset: Kvasir, dice: 0.9049160000000004]
[2023-04-22 09:44:54 PM-Train.py-INFO:epoch: 28, dataset: CVC-ColonDB, dice: 0.7718010526315794]
[2023-04-22 09:45:18 PM-Train.py-INFO:epoch: 28, dataset: ETIS-LaribPolypDB, dice: 0.7082719387755098]
[2023-04-22 09:59:51 PM-Train.py-INFO:epoch: 29, dataset: CVC-300, dice: 0.8751066666666667]
[2023-04-22 09:59:55 PM-Train.py-INFO:epoch: 29, dataset: CVC-ClinicDB, dice: 0.9225290322580646]
[2023-04-22 10:00:01 PM-Train.py-INFO:epoch: 29, dataset: Kvasir, dice: 0.9043199999999999]
[2023-04-22 10:00:25 PM-Train.py-INFO:epoch: 29, dataset: CVC-ColonDB, dice: 0.7893599999999996]
[2023-04-22 10:00:47 PM-Train.py-INFO:epoch: 29, dataset: ETIS-LaribPolypDB, dice: 0.7420030612244899]
[2023-04-22 10:15:31 PM-Train.py-INFO:epoch: 30, dataset: CVC-300, dice: 0.8864316666666666]
[2023-04-22 10:15:34 PM-Train.py-INFO:epoch: 30, dataset: CVC-ClinicDB, dice: 0.9036274193548385]
[2023-04-22 10:15:41 PM-Train.py-INFO:epoch: 30, dataset: Kvasir, dice: 0.9008379999999997]
[2023-04-22 10:16:05 PM-Train.py-INFO:epoch: 30, dataset: CVC-ColonDB, dice: 0.7741468421052634]
[2023-04-22 10:16:26 PM-Train.py-INFO:epoch: 30, dataset: ETIS-LaribPolypDB, dice: 0.6885790816326526]
[2023-04-22 10:30:59 PM-Train.py-INFO:epoch: 31, dataset: CVC-300, dice: 0.8879416666666665]
[2023-04-22 10:31:03 PM-Train.py-INFO:epoch: 31, dataset: CVC-ClinicDB, dice: 0.9184532258064517]
[2023-04-22 10:31:09 PM-Train.py-INFO:epoch: 31, dataset: Kvasir, dice: 0.9070260000000004]
[2023-04-22 10:31:33 PM-Train.py-INFO:epoch: 31, dataset: CVC-ColonDB, dice: 0.780409736842106]
[2023-04-22 10:31:54 PM-Train.py-INFO:epoch: 31, dataset: ETIS-LaribPolypDB, dice: 0.7040739795918366]
[2023-04-22 10:46:30 PM-Train.py-INFO:epoch: 32, dataset: CVC-300, dice: 0.89074]
[2023-04-22 10:46:34 PM-Train.py-INFO:epoch: 32, dataset: CVC-ClinicDB, dice: 0.9203387096774194]
[2023-04-22 10:46:41 PM-Train.py-INFO:epoch: 32, dataset: Kvasir, dice: 0.9087100000000001]
[2023-04-22 10:47:05 PM-Train.py-INFO:epoch: 32, dataset: CVC-ColonDB, dice: 0.7905807894736845]
[2023-04-22 10:47:27 PM-Train.py-INFO:epoch: 32, dataset: ETIS-LaribPolypDB, dice: 0.7252642857142855]
[2023-04-22 11:02:00 PM-Train.py-INFO:epoch: 33, dataset: CVC-300, dice: 0.885715]
[2023-04-22 11:02:03 PM-Train.py-INFO:epoch: 33, dataset: CVC-ClinicDB, dice: 0.921491935483871]
[2023-04-22 11:02:10 PM-Train.py-INFO:epoch: 33, dataset: Kvasir, dice: 0.9165809999999998]
[2023-04-22 11:02:35 PM-Train.py-INFO:epoch: 33, dataset: CVC-ColonDB, dice: 0.7896500000000016]
[2023-04-22 11:02:56 PM-Train.py-INFO:epoch: 33, dataset: ETIS-LaribPolypDB, dice: 0.7199974489795917]
[2023-04-22 11:17:31 PM-Train.py-INFO:epoch: 34, dataset: CVC-300, dice: 0.8938866666666665]
[2023-04-22 11:17:35 PM-Train.py-INFO:epoch: 34, dataset: CVC-ClinicDB, dice: 0.9228370967741938]
[2023-04-22 11:17:42 PM-Train.py-INFO:epoch: 34, dataset: Kvasir, dice: 0.9162059999999999]
[2023-04-22 11:18:06 PM-Train.py-INFO:epoch: 34, dataset: CVC-ColonDB, dice: 0.7965952631578943]
[2023-04-22 11:18:27 PM-Train.py-INFO:epoch: 34, dataset: ETIS-LaribPolypDB, dice: 0.7501622448979594]
[2023-04-22 11:33:00 PM-Train.py-INFO:epoch: 35, dataset: CVC-300, dice: 0.8717566666666663]
[2023-04-22 11:33:03 PM-Train.py-INFO:epoch: 35, dataset: CVC-ClinicDB, dice: 0.8931306451612904]
[2023-04-22 11:33:10 PM-Train.py-INFO:epoch: 35, dataset: Kvasir, dice: 0.8928370000000002]
[2023-04-22 11:33:39 PM-Train.py-INFO:epoch: 35, dataset: CVC-ColonDB, dice: 0.7594765789473698]
[2023-04-22 11:34:03 PM-Train.py-INFO:epoch: 35, dataset: ETIS-LaribPolypDB, dice: 0.7074903061224489]
[2023-04-22 11:48:38 PM-Train.py-INFO:epoch: 36, dataset: CVC-300, dice: 0.867766666666667]
[2023-04-22 11:48:42 PM-Train.py-INFO:epoch: 36, dataset: CVC-ClinicDB, dice: 0.9055274193548388]
[2023-04-22 11:48:48 PM-Train.py-INFO:epoch: 36, dataset: Kvasir, dice: 0.8987379999999997]
[2023-04-22 11:49:12 PM-Train.py-INFO:epoch: 36, dataset: CVC-ColonDB, dice: 0.7525857894736845]
[2023-04-22 11:49:33 PM-Train.py-INFO:epoch: 36, dataset: ETIS-LaribPolypDB, dice: 0.6872357142857145]
[2023-04-23 12:04:11 AM-Train.py-INFO:epoch: 37, dataset: CVC-300, dice: 0.8499216666666667]
[2023-04-23 12:04:14 AM-Train.py-INFO:epoch: 37, dataset: CVC-ClinicDB, dice: 0.9034387096774195]
[2023-04-23 12:04:23 AM-Train.py-INFO:epoch: 37, dataset: Kvasir, dice: 0.8730770000000002]
[2023-04-23 12:04:54 AM-Train.py-INFO:epoch: 37, dataset: CVC-ColonDB, dice: 0.7434273684210536]
[2023-04-23 12:05:16 AM-Train.py-INFO:epoch: 37, dataset: ETIS-LaribPolypDB, dice: 0.6807479591836738]
[2023-04-23 12:19:48 AM-Train.py-INFO:epoch: 38, dataset: CVC-300, dice: 0.8632600000000004]
[2023-04-23 12:19:51 AM-Train.py-INFO:epoch: 38, dataset: CVC-ClinicDB, dice: 0.9164209677419357]
[2023-04-23 12:19:58 AM-Train.py-INFO:epoch: 38, dataset: Kvasir, dice: 0.9066700000000004]
[2023-04-23 12:20:23 AM-Train.py-INFO:epoch: 38, dataset: CVC-ColonDB, dice: 0.772769210526316]
[2023-04-23 12:20:44 AM-Train.py-INFO:epoch: 38, dataset: ETIS-LaribPolypDB, dice: 0.6945137755102044]
[2023-04-23 12:35:17 AM-Train.py-INFO:epoch: 39, dataset: CVC-300, dice: 0.8636866666666665]
[2023-04-23 12:35:20 AM-Train.py-INFO:epoch: 39, dataset: CVC-ClinicDB, dice: 0.9246951612903226]
[2023-04-23 12:35:27 AM-Train.py-INFO:epoch: 39, dataset: Kvasir, dice: 0.910296]
[2023-04-23 12:35:51 AM-Train.py-INFO:epoch: 39, dataset: CVC-ColonDB, dice: 0.7754334210526321]
[2023-04-23 12:36:13 AM-Train.py-INFO:epoch: 39, dataset: ETIS-LaribPolypDB, dice: 0.7192576530612244]
[2023-04-23 12:50:46 AM-Train.py-INFO:epoch: 40, dataset: CVC-300, dice: 0.8696900000000002]
[2023-04-23 12:50:49 AM-Train.py-INFO:epoch: 40, dataset: CVC-ClinicDB, dice: 0.923483870967742]
[2023-04-23 12:50:56 AM-Train.py-INFO:epoch: 40, dataset: Kvasir, dice: 0.9128330000000001]
[2023-04-23 12:51:20 AM-Train.py-INFO:epoch: 40, dataset: CVC-ColonDB, dice: 0.7799784210526309]
[2023-04-23 12:51:41 AM-Train.py-INFO:epoch: 40, dataset: ETIS-LaribPolypDB, dice: 0.7186403061224496]
[2023-04-23 01:06:15 AM-Train.py-INFO:epoch: 41, dataset: CVC-300, dice: 0.8581966666666669]
[2023-04-23 01:06:19 AM-Train.py-INFO:epoch: 41, dataset: CVC-ClinicDB, dice: 0.9209193548387099]
[2023-04-23 01:06:27 AM-Train.py-INFO:epoch: 41, dataset: Kvasir, dice: 0.907265]
[2023-04-23 01:06:57 AM-Train.py-INFO:epoch: 41, dataset: CVC-ColonDB, dice: 0.7735065789473683]
[2023-04-23 01:07:18 AM-Train.py-INFO:epoch: 41, dataset: ETIS-LaribPolypDB, dice: 0.7323311224489795]
[2023-04-23 01:21:53 AM-Train.py-INFO:epoch: 42, dataset: CVC-300, dice: 0.8722916666666671]
[2023-04-23 01:21:56 AM-Train.py-INFO:epoch: 42, dataset: CVC-ClinicDB, dice: 0.9216419354838706]
[2023-04-23 01:22:03 AM-Train.py-INFO:epoch: 42, dataset: Kvasir, dice: 0.9125589999999998]
[2023-04-23 01:22:28 AM-Train.py-INFO:epoch: 42, dataset: CVC-ColonDB, dice: 0.794008421052632]
[2023-04-23 01:22:50 AM-Train.py-INFO:epoch: 42, dataset: ETIS-LaribPolypDB, dice: 0.7326413265306121]
[2023-04-23 01:37:34 AM-Train.py-INFO:epoch: 43, dataset: CVC-300, dice: 0.8843583333333331]
[2023-04-23 01:37:37 AM-Train.py-INFO:epoch: 43, dataset: CVC-ClinicDB, dice: 0.9180999999999999]
[2023-04-23 01:37:44 AM-Train.py-INFO:epoch: 43, dataset: Kvasir, dice: 0.9127379999999996]
[2023-04-23 01:38:09 AM-Train.py-INFO:epoch: 43, dataset: CVC-ColonDB, dice: 0.791571578947368]
[2023-04-23 01:38:30 AM-Train.py-INFO:epoch: 43, dataset: ETIS-LaribPolypDB, dice: 0.7504923469387754]
[2023-04-23 01:53:04 AM-Train.py-INFO:epoch: 44, dataset: CVC-300, dice: 0.8808233333333335]
[2023-04-23 01:53:07 AM-Train.py-INFO:epoch: 44, dataset: CVC-ClinicDB, dice: 0.9219096774193546]
[2023-04-23 01:53:14 AM-Train.py-INFO:epoch: 44, dataset: Kvasir, dice: 0.9082709999999997]
[2023-04-23 01:53:38 AM-Train.py-INFO:epoch: 44, dataset: CVC-ColonDB, dice: 0.7931613157894737]
[2023-04-23 01:53:59 AM-Train.py-INFO:epoch: 44, dataset: ETIS-LaribPolypDB, dice: 0.735035714285714]
[2023-04-23 02:08:30 AM-Train.py-INFO:epoch: 45, dataset: CVC-300, dice: 0.8746716666666666]
[2023-04-23 02:08:34 AM-Train.py-INFO:epoch: 45, dataset: CVC-ClinicDB, dice: 0.9196016129032257]
